1,1,18.60,152.30,76.30,193.50,1,-1,-1,-1
1,2,115.40,155.20,86.70,172.50,1,-1,-1,-1
1,3,306.90,212.50,14.10,33.50,1,-1,-1,-1
2,1,19.44,148.81,76.94,195.15,1,-1,-1,-1
2,2,116.57,153.33,89.36,177.52,1,-1,-1,-1
2,3,311.38,213.63,13.66,32.84,1,-1,-1,-1
3,1,21.37,143.03,79.82,204.46,1,-1,-1,-1
3,2,120.29,149.40,90.10,184.35,1,-1,-1,-1
3,3,317.49,213.15,14.22,32.59,1,-1,-1,-1
4,1,25.33,144.68,80.60,204.50,1,-1,-1,-1
4,2,125.05,148.60,89.19,186.11,1,-1,-1,-1
4,3,323.69,212.53,14.59,33.16,1,-1,-1,-1
4,4,254.96,197.92,26.73,65.99,1,-1,-1,-1
5,1,30.80,147.77,83.34,205.96,1,-1,-1,-1
5,2,132.72,149.53,90.27,193.66,1,-1,-1,-1
5,3,330.50,213.42,14.65,33.88,1,-1,-1,-1
5,4,264.11,199.25,26.51,67.70,1,-1,-1,-1
5,5,240.94,195.15,29.24,70.74,1,-1,-1,-1
6,1,33.92,147.92,84.37,205.82,1,-1,-1,-1
6,2,138.58,146.05,90.65,197.90,1,-1,-1,-1
6,4,270.92,201.15,25.69,66.33,1,-1,-1,-1
6,5,247.51,197.60,29.11,68.97,1,-1,-1,-1
6,6,224.68,202.40,24.31,66.13,1,-1,-1,-1
7,1,37.33,142.41,83.35,212.66,1,-1,-1,-1
7,2,141.87,144.81,92.26,199.26,1,-1,-1,-1
7,4,277.51,199.80,26.11,66.21,1,-1,-1,-1
7,5,254.30,196.80,27.29,68.97,1,-1,-1,-1
7,6,230.37,201.86,24.47,65.69,1,-1,-1,-1
8,1,39.70,141.42,87.35,219.48,1,-1,-1,-1
8,2,145.24,146.75,96.68,201.21,1,-1,-1,-1
8,4,285.64,202.46,25.97,66.56,1,-1,-1,-1
8,5,262.51,199.45,26.27,67.44,1,-1,-1,-1
8,6,237.29,202.68,24.75,67.49,1,-1,-1,-1
9,1,43.07,139.97,87.89,221.56,1,-1,-1,-1
9,2,148.68,143.64,98.42,203.05,1,-1,-1,-1
9,4,291.31,202.47,26.08,66.97,1,-1,-1,-1
9,5,268.43,198.49,26.10,69.64,1,-1,-1,-1
9,6,242.45,202.71,24.99,67.83,1,-1,-1,-1
9,3,356.68,214.02,13.88,34.63,1,-1,-1,-1
10,1,50.55,137.58,87.07,224.88,1,-1,-1,-1
10,2,156.51,142.91,99.95,205.72,1,-1,-1,-1
10,4,300.30,201.85,26.45,67.72,1,-1,-1,-1
10,5,277.90,198.54,25.25,68.90,1,-1,-1,-1
10,6,251.10,201.78,25.04,68.90,1,-1,-1,-1
10,3,365.26,214.86,14.66,33.77,1,-1,-1,-1
11,1,53.25,135.81,92.05,228.13,1,-1,-1,-1
