1,274,1691.70,383.50,169.90,358.10,1,-1,-1,-1
1,275,257.70,452.00,104.80,258.40,1,-1,-1,-1
1,276,1292.90,461.50,71.10,198.80,1,-1,-1,-1
1,277,1252.10,537.60,63.20,123.30,1,-1,-1,-1
2,274,1685.34,388.27,171.02,355.74,1,-1,-1,-1
2,275,260.10,453.74,106.01,259.77,1,-1,-1,-1
2,276,1293.07,458.46,73.53,203.91,1,-1,-1,-1
2,277,1254.44,523.89,60.85,137.96,1,-1,-1,-1
3,274,1682.31,383.53,172.00,361.27,1,-1,-1,-1
3,275,263.08,453.36,105.99,261.09,1,-1,-1,-1
3,276,1295.34,457.17,74.56,205.71,1,-1,-1,-1
3,277,1259.20,518.23,55.79,143.78,1,-1,-1,-1
4,274,1680.02,381.21,173.19,363.50,1,-1,-1,-1
4,275,265.33,450.04,106.56,264.23,1,-1,-1,-1
4,276,1298.85,457.02,73.57,205.97,1,-1,-1,-1
4,277,1263.10,515.96,48.81,146.86,1,-1,-1,-1
5,274,1678.56,383.86,173.26,362.44,1,-1,-1,-1
5,275,266.74,449.39,106.75,265.51,1,-1,-1,-1
5,276,1300.56,456.04,74.53,207.08,1,-1,-1,-1
6,274,1678.88,385.98,173.30,361.11,1,-1,-1,-1
6,275,266.93,449.66,108.92,265.08,1,-1,-1,-1
6,276,1301.75,455.65,76.17,207.12,1,-1,-1,-1
6,277,1266.82,517.77,51.97,144.19,1,-1,-1,-1
7,274,1679.02,387.80,169.03,360.88,1,-1,-1,-1
7,275,270.93,449.95,106.35,262.69,1,-1,-1,-1
7,276,1304.23,454.66,77.36,206.24,1,-1,-1,-1
7,277,1269.94,527.87,53.14,133.41,1,-1,-1,-1
8,274,1679.74,389.63,166.84,360.63,1,-1,-1,-1
8,275,273.11,447.52,105.29,265.24,1,-1,-1,-1
8,276,1304.83,454.34,79.80,206.24,1,-1,-1,-1
8,277,1274.03,532.39,53.67,129.53,1,-1,-1,-1
9,274,1679.34,389.83,167.10,362.30,1,-1,-1,-1
9,275,275.70,445.72,104.63,269.67,1,-1,-1,-1
9,276,1306.23,454.48,80.26,204.86,1,-1,-1,-1
9,277,1273.40,536.03,55.06,127.78,1,-1,-1,-1
10,274,1677.98,386.60,166.88,364.99,1,-1,-1,-1
10,275,277.47,441.86,103.91,274.30,1,-1,-1,-1
10,276,1307.25,453.09,82.25,207.38,1,-1,-1,-1
10,277,1273.79,536.46,56.85,126.89,1,-1,-1,-1
11,274,1675.82,384.09,169.20,367.76,1,-1,-1,-1
11,275,279.23,440.45,105.15,276.56,1,-1,-1,-1
11,276,1308.71,451.01,84.62,210.96,1,-1,-1,-1
11,277,1275.66,537.28,56.04,125.73,1,-1,-1,-1
12,274,1672.88,383.76,170.03,368.95,1,-1,-1,-1
12,275,283.24,438.61,101.42,277.60,1,-1,-1,-1
12,276,1309.65,451.88,85.76,209.17,1,-1,-1,-1
12,277,1277.63,538.76,56.24,125.01,1,-1,-1,-1
13,274,1670.86,382.12,172.25,367.29,1,-1,-1,-1
13,275,284.77,441.08,106.41,273.69,1,-1,-1,-1
13,276,1312.32,452.48,84.08,207.84,1,-1,-1,-1
13,277,1279.81,539.19,57.01,125.05,1,-1,-1,-1
14,274,1667.71,378.81,175.49,372.99,1,-1,-1,-1
14,275,286.89,440.72,107.12,270.98,1,-1,-1,-1
14,276,1315.37,451.92,81.56,208.64,1,-1,-1,-1
14,277,1282.77,539.32,56.07,126.49,1,-1,-1,-1
14,278,1.12,239.16,203.67,692.23,1,-1,-1,-1
15,274,1664.43,377.54,174.94,378.20,1,-1,-1,-1
15,275,288.39,444.13,109.84,266.21,1,-1,-1,-1
15,276,1317.21,452.62,80.50,207.88,1,-1,-1,-1
15,277,1286.97,538.34,55.66,128.22,1,-1,-1,-1
15,278,1.11,238.37,216.60,687.34,1,-1,-1,-1
16,274,1660.76,376.21,177.52,380.22,1,-1,-1,-1
16,275,291.08,446.14,110.26,263.96,1,-1,-1,-1
16,276,1319.35,453.07,78.95,209.01,1,-1,-1,-1
16,277,1290.34,536.55,54.27,130.97,1,-1,-1,-1
