1,102,1596.50,420.30,42.00,109.00,1,-1,-1,-1
1,103,1229.50,411.60,43.20,119.00,1,-1,-1,-1
1,104,1479.90,418.80,74.00,176.60,1,-1,-1,-1
1,105,680.80,417.00,67.80,196.90,1,-1,-1,-1
1,106,1113.90,416.00,31.50,82.70,1,-1,-1,-1
1,107,1369.70,390.10,78.90,234.10,1,-1,-1,-1
1,108,471.80,429.00,73.00,179.00,1,-1,-1,-1
1,109,1173.80,418.50,35.80,104.20,1,-1,-1,-1
1,110,585.50,432.30,57.50,173.50,1,-1,-1,-1
1,111,730.50,420.80,56.70,177.90,1,-1,-1,-1
1,112,397.90,432.30,28.90,71.50,1,-1,-1,-1
1,113,547.80,437.60,60.10,168.80,1,-1,-1,-1
1,114,860.90,431.90,22.50,72.70,1,-1,-1,-1
1,115,637.20,432.50,48.40,136.00,1,-1,-1,-1
1,116,812.50,428.70,21.90,64.40,1,-1,-1,-1
2,102,1590.67,421.63,42.43,109.92,1,-1,-1,-1
2,103,1221.27,412.33,44.58,115.06,1,-1,-1,-1
2,104,1473.68,420.54,72.95,175.56,1,-1,-1,-1
2,105,670.97,411.55,74.91,198.71,1,-1,-1,-1
2,106,1107.63,416.10,33.84,81.35,1,-1,-1,-1
2,107,1367.09,390.58,76.89,229.35,1,-1,-1,-1
2,108,465.88,427.50,72.99,179.60,1,-1,-1,-1
2,109,1165.72,421.39,37.71,101.29,1,-1,-1,-1
2,110,585.36,426.82,56.53,176.96,1,-1,-1,-1
2,111,720.43,417.97,58.51,181.01,1,-1,-1,-1
2,112,395.34,429.22,28.29,70.67,1,-1,-1,-1
2,113,542.52,434.73,62.44,170.52,1,-1,-1,-1
2,114,856.61,432.30,21.89,71.87,1,-1,-1,-1
2,115,632.74,428.60,43.61,132.42,1,-1,-1,-1
2,116,808.02,430.65,21.64,60.35,1,-1,-1,-1
3,102,1583.92,422.82,42.44,108.07,1,-1,-1,-1
3,103,1212.74,411.93,44.76,117.41,1,-1,-1,-1
3,104,1463.93,419.85,76.40,177.74,1,-1,-1,-1
3,105,664.01,411.44,76.02,199.77,1,-1,-1,-1
3,106,1103.14,418.74,33.57,80.27,1,-1,-1,-1
3,107,1363.84,392.73,76.01,226.67,1,-1,-1,-1
3,108,457.77,427.23,74.65,182.23,1,-1,-1,-1
3,109,1156.00,420.58,40.26,105.78,1,-1,-1,-1
3,110,579.19,424.09,57.80,177.74,1,-1,-1,-1
3,111,712.10,420.47,62.38,175.06,1,-1,-1,-1
3,112,387.55,432.84,27.80,67.55,1,-1,-1,-1
3,113,535.37,433.36,64.85,173.02,1,-1,-1,-1
3,114,848.43,433.05,21.79,70.32,1,-1,-1,-1
3,116,810.87,430.20,21.44,62.55,1,-1,-1,-1
4,102,1579.88,424.25,40.98,106.90,1,-1,-1,-1
4,103,1205.14,412.03,45.54,118.83,1,-1,-1,-1
4,104,1457.55,421.09,75.32,180.00,1,-1,-1,-1
4,105,656.40,408.21,81.91,205.94,1,-1,-1,-1
4,106,1098.40,418.86,32.21,84.42,1,-1,-1,-1
4,107,1360.63,399.61,78.11,225.41,1,-1,-1,-1
4,108,452.41,428.08,76.08,181.25,1,-1,-1,-1
4,109,1149.65,419.93,41.89,108.82,1,-1,-1,-1
4,110,575.53,422.01,58.13,181.45,1,-1,-1,-1
4,112,378.25,430.40,28.05,71.61,1,-1,-1,-1
4,113,526.64,432.76,68.51,175.25,1,-1,-1,-1
4,114,839.72,433.38,23.00,71.00,1,-1,-1,-1
4,116,818.35,431.23,22.15,65.20,1,-1,-1,-1
5,102,1571.93,429.82,42.62,106.98,1,-1,-1,-1
5,103,1197.04,413.90,47.84,119.76,1,-1,-1,-1
5,104,1447.41,424.46,73.47,179.38,1,-1,-1,-1
5,105,646.58,411.92,84.29,207.50,1,-1,-1,-1
5,106,1092.92,422.96,32.36,83.46,1,-1,-1,-1
5,107,1355.64,400.20,81.08,234.52,1,-1,-1,-1
5,108,445.95,430.53,73.61,180.94,1,-1,-1,-1
5,109,1142.26,424.01,40.83,108.08,1,-1,-1,-1
5,110,568.59,427.47,60.07,176.27,1,-1,-1,-1
5,112,365.74,431.25,27.70,71.52,1,-1,-1,-1
5,113,519.85,433.08,68.15,177.46,1,-1,-1,-1
5,114,832.81,436.16,22.53,70.76,1,-1,-1,-1
5,116,818.20,436.46,22.61,65.15,1,-1,-1,-1
5,118,778.07,433.06,21.25,61.71,1,-1,-1,-1
6,102,1568.43,432.52,42.32,106.76,1,-1,-1,-1
6,103,1194.17,414.54,47.91,118.82,1,-1,-1,-1
6,104,1444.70,426.00,70.90,176.90,1,-1,-1,-1
6,105,643.19,414.42,85.13,206.99,1,-1,-1,-1
6,106,1091.52,420.78,32.45,86.00,1,-1,-1,-1
6,107,1356.30,401.52,83.00,234.72,1,-1,-1,-1
6,108,443.42,426.71,73.46,183.71,1,-1,-1,-1
6,109,1139.29,424.83,40.78,107.69,1,-1,-1,-1
6,110,568.50,429.37,59.41,174.03,1,-1,-1,-1
6,112,361.84,433.21,29.29,70.75,1,-1,-1,-1
6,113,521.37,433.09,63.60,175.06,1,-1,-1,-1
6,114,832.76,435.59,22.59,72.66,1,-1,-1,-1
6,116,817.91,436.46,23.29,65.78,1,-1,-1,-1
6,118,776.24,434.08,22.20,62.05,1,-1,-1,-1
6,119,739.84,441.19,22.12,60.90,1,-1,-1,-1
7,102,1567.47,432.50,42.04,107.26,1,-1,-1,-1
7,103,1191.86,413.54,50.57,121.31,1,-1,-1,-1
7,104,1437.67,432.43,74.31,175.72,1,-1,-1,-1
