1,305,687.50,206.10,78.80,114.10,1,-1,-1,-1
1,306,705.10,1.00,55.60,156.80,1,-1,-1,-1
1,307,1361.40,566.90,107.00,245.50,1,-1,-1,-1
1,308,1487.00,70.00,55.60,148.50,1,-1,-1,-1
1,309,512.30,141.10,96.10,185.10,1,-1,-1,-1
1,310,1733.40,456.60,76.60,215.10,1,-1,-1,-1
1,311,1033.20,130.80,80.40,186.70,1,-1,-1,-1
1,312,1790.40,204.60,68.80,184.00,1,-1,-1,-1
1,313,1636.20,263.50,65.70,180.60,1,-1,-1,-1
1,314,796.50,147.50,61.10,175.50,1,-1,-1,-1
1,315,286.70,124.70,55.10,170.50,1,-1,-1,-1
1,316,102.00,545.70,86.70,255.00,1,-1,-1,-1
1,317,1198.00,37.60,71.50,113.30,1,-1,-1,-1
1,318,1103.90,209.00,63.60,185.90,1,-1,-1,-1
1,319,372.20,408.60,84.40,244.80,1,-1,-1,-1
1,320,1040.40,1.00,47.90,86.30,1,-1,-1,-1
1,321,221.60,129.20,49.00,163.80,1,-1,-1,-1
1,322,355.50,104.90,54.10,177.20,1,-1,-1,-1
1,323,414.80,93.00,54.80,170.60,1,-1,-1,-1
1,324,870.90,121.30,61.20,178.00,1,-1,-1,-1
1,325,463.10,78.60,55.30,177.10,1,-1,-1,-1
1,326,226.80,395.60,63.70,201.90,1,-1,-1,-1
1,327,1448.70,252.10,55.40,170.60,1,-1,-1,-1
1,328,265.30,363.50,64.20,229.40,1,-1,-1,-1
1,329,908.60,125.10,48.90,167.60,1,-1,-1,-1
2,305,687.49,206.26,78.45,113.49,1,-1,-1,-1
2,306,704.83,0.98,55.95,156.80,1,-1,-1,-1
2,307,1362.09,567.15,105.53,245.42,1,-1,-1,-1
2,308,1486.91,69.72,55.69,148.41,1,-1,-1,-1
2,309,510.12,140.39,97.92,185.97,1,-1,-1,-1
2,310,1732.62,456.32,76.69,216.40,1,-1,-1,-1
2,311,1033.71,132.60,80.31,186.53,1,-1,-1,-1
2,312,1791.09,205.10,69.50,185.22,1,-1,-1,-1
2,313,1634.11,262.44,66.57,183.03,1,-1,-1,-1
2,314,796.14,147.66,61.71,175.33,1,-1,-1,-1
2,315,286.68,124.60,56.40,171.46,1,-1,-1,-1
2,316,102.07,545.69,86.27,254.92,1,-1,-1,-1
2,317,1197.91,35.76,72.89,116.51,1,-1,-1,-1
2,318,1098.68,209.94,64.03,184.51,1,-1,-1,-1
2,319,373.22,408.06,84.49,245.24,1,-1,-1,-1
2,320,1040.13,0.98,47.99,84.83,1,-1,-1,-1
2,321,222.28,129.18,48.22,162.67,1,-1,-1,-1
2,322,355.92,103.58,53.58,179.54,1,-1,-1,-1
2,323,415.48,92.11,55.32,171.30,1,-1,-1,-1
2,324,870.98,122.93,62.24,175.92,1,-1,-1,-1
2,325,463.43,79.71,53.48,175.02,1,-1,-1,-1
2,326,225.91,393.07,62.92,205.63,1,-1,-1,-1
2,327,1448.00,250.26,55.57,172.51,1,-1,-1,-1
2,328,263.03,364.09,64.63,228.88,1,-1,-1,-1
2,329,911.02,126.73,47.08,163.00,1,-1,-1,-1
3,305,687.57,206.22,78.39,113.70,1,-1,-1,-1
3,306,704.55,1.00,56.08,156.88,1,-1,-1,-1
3,307,1361.74,567.44,106.21,244.93,1,-1,-1,-1
3,308,1486.74,70.08,55.55,148.09,1,-1,-1,-1
3,309,508.59,140.28,98.78,185.42,1,-1,-1,-1
3,310,1731.78,456.69,76.86,215.46,1,-1,-1,-1
3,311,1034.19,134.02,79.67,184.24,1,-1,-1,-1
3,312,1792.61,204.98,68.45,185.81,1,-1,-1,-1
3,313,1633.76,262.28,66.17,187.32,1,-1,-1,-1
3,314,795.70,147.62,62.20,175.45,1,-1,-1,-1
3,315,286.53,125.22,56.16,171.00,1,-1,-1,-1
3,316,102.16,545.39,85.88,254.67,1,-1,-1,-1
3,317,1198.51,37.08,72.12,114.37,1,-1,-1,-1
3,318,1092.43,211.99,68.77,182.32,1,-1,-1,-1
3,319,373.17,407.44,84.50,244.77,1,-1,-1,-1
3,320,1039.15,1.47,48.47,83.87,1,-1,-1,-1
3,321,221.85,128.49,48.09,163.34,1,-1,-1,-1
3,322,355.60,103.21,53.57,179.95,1,-1,-1,-1
3,323,414.90,90.03,55.88,173.67,1,-1,-1,-1
3,324,872.08,124.64,61.72,175.72,1,-1,-1,-1
3,325,464.29,79.60,52.30,174.11,1,-1,-1,-1
3,326,224.67,391.87,63.02,206.35,1,-1,-1,-1
3,327,1446.48,248.80,56.38,174.08,1,-1,-1,-1
3,328,261.55,363.74,64.16,228.79,1,-1,-1,-1
3,329,912.78,127.66,45.18,161.43,1,-1,-1,-1
4,305,687.60,206.26,78.53,113.78,1,-1,-1,-1
4,306,704.40,1.05,56.04,156.29,1,-1,-1,-1
4,307,1361.54,567.27,106.15,245.09,1,-1,-1,-1
4,308,1486.99,69.80,55.73,147.91,1,-1,-1,-1
4,309,510.71,143.22,97.35,183.47,1,-1,-1,-1
4,310,1731.38,456.09,76.53,214.91,1,-1,-1,-1
4,311,1033.72,136.10,80.70,182.75,1,-1,-1,-1
4,312,1794.15,205.13,66.80,185.83,1,-1,-1,-1
4,313,1632.69,260.34,65.42,187.75,1,-1,-1,-1
4,314,796.09,147.74,61.59,175.27,1,-1,-1,-1
4,315,286.34,125.32,56.36,170.15,1,-1,-1,-1
4,316,101.97,545.04,85.77,255.35,1,-1,-1,-1
4,317,1198.09,35.45,73.91,117.36,1,-1,-1,-1
4,318,1085.58,211.59,74.39,183.82,1,-1,-1,-1
